NMDID_identifier,SVAD_identifier,SEX,agey,FDL_L,FMSB_L,FDB_L,FDL_R,FMSB_R,FDB_R,TDL_L,TPB_L,TMSB_L,TDB_L,TDL_R,TPB_R,TMSB_R,TDB_R,FBDL_L,FBDL_R,HDL_L,HPB_L,HMSB_L,HDB_L,HDL_R,HPB_R,HMSB_R,HDB_R,RDL_L,RPB_L,RMSB_L,RDB_L,RDL_R,RPB_R,RMSB_R,RDB_R,UDL_L,UMSB_L,UDL_R,UMSB_R,max_M1_L,max_M1_R,max_M2_L,max_M2_R,max_M3_L,max_M3_R,max_PM1_L,max_PM1_R,max_PM2_L,max_PM2_R,max_C_L,max_C_R,max_I1_L,max_I1_R,max_I2_L,max_I2_R,man_M1_L,man_M1_R,man_M2_L,man_M2_R,man_M3_L,man_M3_R,man_PM1_L,man_PM1_R,man_PM2_L,man_PM2_R,man_C_L,man_C_R,man_I1_L,man_I1_R,man_I2_L,man_I2_R,FH_EF_L,FGT_EF_L,FLT_EF_L,FDE_EF_L,FH_EF_R,FGT_EF_R,FLT_EF_R,FDE_EF_R,TPE_EF_L,TDE_EF_L,TPE_EF_R,TDE_EF_R,FBPE_EF_L,FBDE_EF_L,FBPE_EF_R,FBDE_EF_R,HH_Oss_L,HGT_Oss_L,HLT_Oss_L,HPE_EF_L,HC_Oss_L,HT_Oss_L,HLE_Oss_L,HCE1_EF_L,HCE2_EF_L,HDE_EF_L,HME_EF_L,HH_Oss_R,HGT_Oss_R,HLT_Oss_R,HPE_EF_R,HC_Oss_R,HT_Oss_R,HLE_Oss_R,HCE1_EF_R,HCE2_EF_R,HDE_EF_R,HME_EF_R,RPE_EF_L,RDE_EF_L,RPE_EF_R,RDE_EF_R,UPE_EF_L,UDE_EF_L,UPE_EF_R,UDE_EF_R,CT_EF_L,CT_EF_R,CC_Oss,TC_Oss,ISPR_EF_L,ISPR_EF_R,ILIS_EF_L,ILIS_EF_R,PC_Oss_L,PC_Oss_R,IC_EF_L,IC_EF_R
165073,US_0186,F,1.17260274,141.79,12.6,38.46,NA,NA,NA,114.88,29.93,10.43,19.46,NA,NA,NA,NA,110.76,NA,105.94,21.71,12.27,27.41,NA,NA,NA,NA,83.86,11.26,8.65,15.7,NA,NA,NA,NA,95.76,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,3,5,0,NA,0,NA,0,NA,NA,NA
116077,US_0006,F,4.756164384,257.3,15.85,52.85,NA,NA,NA,210.03,43.73,14.95,30.35,NA,NA,NA,NA,212.17,NA,188.89,27.92,15.2,38.28,NA,NA,NA,NA,143.38,12.17,10.36,NA,NA,NA,NA,NA,158.56,9.74,NA,NA,8,8,3,2,-1,-1,4,4,3,3,6,6,8,8,8,8,8,8,3,3,-1,-1,6,6,2,3,7,7,9,9,9,9,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,NA,6,7,1,NA,0,NA,1,NA,NA,NA
106974,US_0837,M,4.073972603,211.32,13.37,43.2,NA,NA,NA,171.1,35.83,12.77,23.8,NA,NA,NA,NA,168.31,NA,150.2,23.38,11.23,27.84,NA,NA,NA,NA,111.39,9.7,7.77,14.4,NA,NA,NA,NA,123.06,7.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,7,0,NA,0,NA,0,NA,NA,NA
192604,US_0915,M,1.087671233,144.6,12.37,39.89,NA,NA,NA,120.4,31.06,10.8,19.89,NA,NA,NA,NA,118.47,NA,111.71,23.13,12.2,28.34,NA,NA,NA,NA,88.97,11.25,8.94,15.55,NA,NA,NA,NA,101.44,8.42,NA,NA,3,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,2,2,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
109364,US_0617,M,0.830136986,124.93,11.35,38.77,NA,NA,NA,101.25,29.75,9.62,19.79,NA,NA,NA,NA,98.39,NA,100.81,23.65,12.35,27.75,NA,NA,NA,NA,77.32,10.37,7.46,15.71,NA,NA,NA,NA,86.3,8.74,NA,NA,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,2,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
123618,US_0165,F,14.86027397,NA,NA,67.15,NA,NA,NA,NA,NA,NA,53.77,NA,NA,NA,NA,NA,NA,NA,41.98,NA,46.3,NA,NA,NA,NA,NA,NA,NA,23.86,NA,NA,NA,NA,NA,NA,NA,NA,13,13,11,11,8,8,11,11,11,11,11,11,12,12,12,12,13,13,11,10,8,8,11,11,11,11,11,11,12,12,12,12,3,3,3,23,NA,NA,NA,NA,3,3,NA,NA,3,3,NA,NA,1,1,1,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,23,NA,NA,4,23,NA,NA,3,NA,8,7,2,NA,2,NA,1,NA,2,2
126949,US_0657,M,13.65205479,NA,NA,73.32,NA,NA,NA,NA,59.61,NA,45.27,NA,NA,NA,NA,NA,NA,NA,44.32,NA,56.92,NA,NA,NA,NA,NA,20.49,NA,30.56,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,10,11,4,3,13,NA,12,NA,13,11,13,NA,13,NA,12,12,11,11,6,7,11,11,11,11,11,11,12,12,11,11,23,2,1,1,NA,NA,NA,NA,2,3,NA,NA,1,2,NA,NA,1,1,1,1,1,1,1,1,1,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,3,1,NA,NA,3,NA,8,7,2,NA,2,NA,1,NA,1,1
195093,US_0013,M,3.909589041,228.58,17.54,52.33,NA,NA,NA,190.47,42.13,12.87,27.03,NA,NA,NA,NA,189.97,NA,169.49,26.58,13.77,34.94,NA,NA,NA,NA,129.84,11.53,9.22,17.13,NA,NA,NA,NA,143,9.16,NA,NA,8,8,2,2,-1,-1,3,3,3,3,6,6,7,7,7,7,8,8,3,3,-1,-1,6,6,3,3,6,6,7,7,6,6,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,0,NA,2,7,0,NA,0,NA,1,NA,NA,NA
100089,US_1276,F,4.424657534,NA,NA,54.52,NA,NA,NA,210.1,43.22,14.7,30.03,NA,NA,NA,NA,203.58,NA,NA,29.84,NA,35.37,NA,NA,NA,NA,136.82,12.43,9.51,18.85,NA,NA,NA,NA,150.61,10.09,NA,NA,6,7,3,3,-1,-1,5,5,4,4,6,6,8,8,7,7,8,8,3,3,-1,-1,6,5,2,3,7,6,8,8,8,8,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,0,NA,5,7,2,2,0,NA,1,NA,NA,NA
161901,US_0978,F,0.983561644,131.5,12.14,34.83,NA,NA,NA,107.51,26.95,10.39,18.83,NA,NA,NA,NA,103.1,NA,103.24,19.78,10.8,26.28,NA,NA,NA,NA,75.71,9.08,7.93,14.25,NA,NA,NA,NA,86.78,7.59,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
144791,US_0260,M,3.38630137,218.12,15.45,52.93,NA,NA,NA,180.73,41.94,13.43,26.73,NA,NA,NA,NA,178.5,NA,156.8,27.85,14.76,36.27,NA,NA,NA,NA,126.24,12.17,9.58,18.44,NA,NA,NA,NA,143.25,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,3,7,0,NA,0,NA,1,NA,NA,NA
194332,US_0378,F,11.22739726,391.25,24.17,74.72,NA,NA,NA,343.36,64.52,23.11,44.84,NA,NA,NA,NA,342.57,NA,NA,37.7,NA,54.68,NA,NA,NA,NA,NA,17.79,NA,26.03,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,4,4,11,11,10,10,10,10,10,11,11,11,11,11,10,10,5,5,10,10,10,10,10,10,11,11,11,11,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,2,1,NA,NA,3,NA,8,7,NA,NA,0,NA,1,NA,0,0
179973,US_0178,F,11.86027397,390.36,22.95,65.59,NA,NA,NA,323.52,55.77,21.07,38.11,NA,NA,NA,NA,317.64,NA,NA,36.27,NA,51.39,NA,NA,NA,NA,NA,18.14,NA,26.37,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,10,-1,-1,10,11,10,10,10,10,11,11,11,11,11,11,10,10,4,4,10,10,10,10,10,10,11,11,11,11,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,2,NA,8,7,2,NA,1,NA,1,NA,1,1
156991,US_0541,M,0.22739726,94.21,9.08,26.63,NA,NA,NA,83.43,20.81,7.65,14.78,NA,NA,NA,NA,77.41,NA,75.72,15.88,7.36,21.15,NA,NA,NA,NA,64.01,7.51,6.17,11.92,NA,NA,NA,NA,71.04,6.24,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,3,0,NA,0,NA,0,NA,NA,NA
116425,US_1072,M,3.860273973,213,14.59,50.01,NA,NA,NA,173.42,40.98,12.04,26.22,NA,NA,NA,NA,172.2,NA,157.99,27.47,13.78,33.95,NA,NA,NA,NA,115.83,11.99,10.14,18.39,NA,NA,NA,NA,130.07,9.43,NA,NA,7,7,2,2,-1,-1,4,4,3,3,6,6,7,7,6,6,8,8,2,3,-1,-1,4,5,3,4,6,6,7,7,7,7,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,3,6,0,NA,0,NA,0,NA,NA,NA
126375,US_1242,M,0.197260274,90.49,8.42,27.3,NA,NA,NA,78.91,22.11,7.97,14.43,NA,NA,NA,NA,76.62,NA,74.22,16.53,8.09,20.91,NA,NA,NA,NA,60.29,7.56,6.23,11.74,NA,NA,NA,NA,69.76,5.68,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
178217,US_1259,M,0.150684932,92.61,8.82,27.67,NA,NA,NA,81.04,21.39,8.27,14.14,NA,NA,NA,NA,76.07,NA,77.13,16.82,8.13,21.89,NA,NA,NA,NA,63.87,7.82,6.19,13.33,NA,NA,NA,NA,72.76,6.07,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,4,0,NA,0,NA,0,NA,NA,NA
196415,US_0237,F,4.263013699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.33,29.81,14.93,37.42,NA,NA,NA,NA,135.6,12.87,11.29,20,NA,NA,NA,NA,153.06,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA
160711,US_1080,F,0.509589041,110.34,11.58,30.37,NA,NA,NA,92.04,24.12,9.82,16.58,NA,NA,NA,NA,87.46,NA,88.55,17.04,10.32,23.94,NA,NA,NA,NA,68.18,8.56,8.12,13.67,NA,NA,NA,NA,77.91,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
118702,US_0968,F,0.02739726,75.01,7.97,20.97,NA,NA,NA,63.53,16.88,7.17,11.73,NA,NA,NA,NA,61.01,NA,62.49,12.42,7.17,16.98,NA,NA,NA,NA,50.67,5.87,5.39,9.9,NA,NA,NA,NA,60.33,5.13,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
114998,US_1134,F,5.161643836,238.81,15.75,48.9,NA,NA,NA,204.56,42.05,15.56,28.53,NA,NA,NA,NA,203.56,NA,180.91,28.01,13.85,35.77,NA,NA,NA,NA,134.42,12.63,11.33,18.55,NA,NA,NA,NA,148.91,10.59,NA,NA,9,9,3,3,-1,-1,6,6,4,4,7,7,8,8,7,7,9,9,4,3,-1,-1,6,6,5,5,7,7,8,8,8,7,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,0,NA,7,7,0,NA,0,NA,1,NA,NA,NA
155996,US_0092,F,0.219178082,96.94,9.11,27.03,NA,NA,NA,83.57,21.5,8.04,15.26,NA,NA,NA,NA,81.5,NA,78.7,15.91,8.15,21.01,NA,NA,NA,NA,63.89,7.86,6.57,12.35,NA,NA,NA,NA,73.68,6.58,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
140501,US_0372,M,0.394520548,107.76,11.1,31.9,NA,NA,NA,91.66,25.08,9.74,17.06,NA,NA,NA,NA,86.28,NA,86.76,18.83,9.11,24.21,NA,NA,NA,NA,70.75,8.5,7.5,14.25,NA,NA,NA,NA,80.53,7.5,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
122008,US_1100,M,0.153424658,93.36,9.58,27.03,NA,NA,NA,79.02,21.09,9.14,14.54,NA,NA,NA,NA,73.15,NA,76.72,15.62,8.3,20.37,NA,NA,NA,NA,60.05,7.58,6.32,11.33,NA,NA,NA,NA,66.96,5.69,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,4,0,NA,0,NA,0,NA,NA,NA
109986,US_0208,M,0.884931507,119.46,11.87,37.94,NA,NA,NA,101.44,29.89,10.75,22.85,NA,NA,NA,NA,96.89,NA,97.33,21.75,11.33,28.77,NA,NA,NA,NA,76.57,10.14,8.99,15.72,NA,NA,NA,NA,86.49,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,NA,5,0,NA,0,NA,0,NA,NA,NA
110866,US_0806,M,0.569863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173346,US_0052,M,3.128767123,201.48,15.44,49.5,NA,NA,NA,169.5,40.32,14.57,28.31,NA,NA,NA,NA,173.76,NA,154.27,27.1,14.27,35.82,NA,NA,NA,NA,116.83,12.67,10.62,17.88,NA,NA,NA,NA,129.78,10.69,NA,NA,7,7,1,1,-1,-1,4,3,1,1,5,5,6,6,6,6,7,7,1,1,-1,-1,3,3,1,1,5,5,6,6,6,6,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,7,0,NA,0,0,1,NA,NA,NA
122685,US_0412,M,0.564383562,120.29,11.54,36.01,NA,NA,NA,98.68,28.74,10.23,19.98,NA,NA,NA,NA,95.29,NA,98.05,20.87,10.7,27.58,NA,NA,NA,NA,76.69,10.7,7.66,16.26,NA,NA,NA,NA,86.44,9.35,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,3,4,0,NA,0,NA,0,NA,NA,NA
148517,US_0471,F,0.249315068,87.94,8.86,27.07,NA,NA,NA,72.45,21.35,8.21,15.18,NA,NA,NA,NA,67.42,NA,72.2,15.47,7.5,19.98,NA,NA,NA,NA,55.65,7.15,5.75,11.73,NA,NA,NA,NA,62.8,6.08,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
130577,US_0255,M,0.17260274,82.68,8.3,24.41,NA,NA,NA,71.83,18.79,7.31,12.96,NA,NA,NA,NA,70.52,NA,72.61,13.38,7.23,20.08,NA,NA,NA,NA,58.01,7.2,5.83,11.56,NA,NA,NA,NA,64.91,5.66,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
165056,US_0373,M,1.052054795,137.65,12.96,40.77,NA,NA,NA,120.56,30.74,12,21.73,NA,NA,NA,NA,117.01,NA,112.34,23.25,11.08,29,NA,NA,NA,NA,89.52,11.16,8.68,17.11,NA,NA,NA,NA,98.84,7.7,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,4,3,3,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,3,6,0,NA,0,NA,0,NA,NA,NA
126295,US_0735,M,0.424657534,107.51,10.35,31.34,NA,NA,NA,92.11,23.45,8.84,15.27,NA,NA,NA,NA,87.82,NA,87.72,19.04,8.68,22.74,NA,NA,NA,NA,69.3,8.75,7.37,12.99,NA,NA,NA,NA,78.13,6.67,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,4,0,NA,0,NA,0,NA,NA,NA
181490,US_1030,M,1.060273973,130.56,12.43,40.21,NA,NA,NA,110.21,31.41,11.44,21.59,NA,NA,NA,NA,106.04,NA,105.15,19.29,11.06,26.78,NA,NA,NA,NA,80.51,9.6,8.3,15.28,NA,NA,NA,NA,91.6,7.74,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,2,1,1,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
150272,US_0908,F,0.065753425,74.22,7.57,19.5,NA,NA,NA,62.22,15.1,6.17,10.31,NA,NA,NA,NA,58.49,NA,64.45,12.41,6.21,16.26,NA,NA,NA,NA,49.53,6.04,5.05,8.78,NA,NA,NA,NA,56.03,5.13,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
160802,US_1194,M,0.049315068,81.35,7.81,22.53,NA,NA,NA,71.51,17.44,7.07,12.31,NA,NA,NA,NA,66.37,NA,70.76,13.92,6.92,18.71,NA,NA,NA,NA,57.45,6.88,5.31,10.38,NA,NA,NA,NA,65.88,5.53,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
