NMDID_identifier,SVAD_identifier,SEX,agey,FDL_L,FMSB_L,FDB_L,FDL_R,FMSB_R,FDB_R,TDL_L,TPB_L,TMSB_L,TDB_L,TDL_R,TPB_R,TMSB_R,TDB_R,FBDL_L,FBDL_R,HDL_L,HPB_L,HMSB_L,HDB_L,HDL_R,HPB_R,HMSB_R,HDB_R,RDL_L,RPB_L,RMSB_L,RDB_L,RDL_R,RPB_R,RMSB_R,RDB_R,UDL_L,UMSB_L,UDL_R,UMSB_R,max_M1_L,max_M1_R,max_M2_L,max_M2_R,max_M3_L,max_M3_R,max_PM1_L,max_PM1_R,max_PM2_L,max_PM2_R,max_C_L,max_C_R,max_I1_L,max_I1_R,max_I2_L,max_I2_R,man_M1_L,man_M1_R,man_M2_L,man_M2_R,man_M3_L,man_M3_R,man_PM1_L,man_PM1_R,man_PM2_L,man_PM2_R,man_C_L,man_C_R,man_I1_L,man_I1_R,man_I2_L,man_I2_R,FH_EF_L,FGT_EF_L,FLT_EF_L,FDE_EF_L,FH_EF_R,FGT_EF_R,FLT_EF_R,FDE_EF_R,TPE_EF_L,TDE_EF_L,TPE_EF_R,TDE_EF_R,FBPE_EF_L,FBDE_EF_L,FBPE_EF_R,FBDE_EF_R,HH_Oss_L,HGT_Oss_L,HLT_Oss_L,HPE_EF_L,HC_Oss_L,HT_Oss_L,HLE_Oss_L,HCE1_EF_L,HCE2_EF_L,HDE_EF_L,HME_EF_L,HH_Oss_R,HGT_Oss_R,HLT_Oss_R,HPE_EF_R,HC_Oss_R,HT_Oss_R,HLE_Oss_R,HCE1_EF_R,HCE2_EF_R,HDE_EF_R,HME_EF_R,RPE_EF_L,RDE_EF_L,RPE_EF_R,RDE_EF_R,UPE_EF_L,UDE_EF_L,UPE_EF_R,UDE_EF_R,CT_EF_L,CT_EF_R,CC_Oss,TC_Oss,ISPR_EF_L,ISPR_EF_R,ILIS_EF_L,ILIS_EF_R,PC_Oss_L,PC_Oss_R,IC_EF_L,IC_EF_R
167855,US_0106,M,16.94182067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
195632,US_0521,M,16.14510609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,4,4,1,1,1,2,1,1,1,1,1,4,4,4,2,4,2,4,2,4,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
194114,US_0415,M,15.85215606,431.19,NA,73.88,NA,NA,NA,368.02,54.32,23.29,41.86,NA,NA,NA,NA,NA,NA,NA,42.96,19.44,49.72,NA,NA,NA,NA,NA,17.98,13.03,26.64,NA,NA,NA,NA,NA,12.23,NA,NA,13,13,13,13,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,3,23,2,12,3,23,2,12,12,2,12,2,12,12,12,12,1,1,1,12,1,1,1,1,1,4,4,1,1,1,12,1,1,1,1,1,4,4,3,12,3,12,3,12,3,12,4,4,8,7,2,2,2,2,1,1,1,1
129508,US_1281,M,15.94798084,396.9,22.19,73.2,NA,NA,NA,NA,57.6,22.42,NA,NA,NA,NA,NA,320.86,NA,NA,44.72,24.01,46.59,NA,NA,NA,NA,NA,18.77,16.89,26.29,NA,NA,NA,NA,NA,13.27,NA,NA,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,9,13,13,13,13,13,13,13,13,13,13,3,4,4,2,3,4,4,2,23,3,23,3,2,3,2,3,1,1,1,2,1,1,1,1,1,4,4,1,1,1,2,1,1,1,1,1,4,4,4,2,4,2,4,23,4,23,4,4,8,7,2,2,2,2,1,1,2,2
134292,US_0515,M,16.06844627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,3,23,2,2,3,23,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,3,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,1,1
126273,US_0376,M,15.46338125,438.05,27.9,75.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
179433,US_0885,M,19.20602327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
193974,US_0853,M,18.55715264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,NA,NA,NA,2,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,3,23,1,1,1,2,1,1,1,1,1,3,23,3,2,3,2,4,2,4,2,4,4,8,7,NA,NA,NA,NA,1,1,NA,NA
130643,US_0358,M,14.37371663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,23,2,12,2,23,2,12,2,2,2,2,2,12,12,12,12,1,1,1,2,1,1,1,1,1,4,4,1,1,1,2,1,1,1,1,1,4,4,4,2,4,2,4,2,4,2,4,4,8,7,2,2,2,2,1,1,1,1
170431,US_0102,M,18.74520548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,11,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,-1,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
186468,US_0614,M,20.04109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
140258,US_1081,M,1.451060917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,4,4,4,4,-1,-1,-1,-1,1,1,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0,NA,NA
176474,US_0824,M,1.535934292,113.3,9.71,25.14,NA,NA,NA,95.97,19.48,7.81,14.93,NA,NA,NA,NA,89.94,NA,92.49,16.97,9.04,22.59,NA,NA,NA,NA,72.99,9.54,7.21,11.12,NA,NA,NA,NA,81.08,5.89,NA,NA,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,3,3,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
165448,US_0438,M,1.593429158,159.32,14.42,41.02,NA,NA,NA,130.13,32.27,11.96,22.23,NA,NA,NA,NA,127.24,NA,121.08,22.3,13.52,28.16,NA,NA,NA,NA,92.24,10.13,8.14,15.53,NA,NA,NA,NA,101.47,9.32,NA,NA,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,3,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
135642,US_0228,M,16.14236824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,4,4,4,3,4,4,4,3,3,4,3,4,3,4,3,4,1,1,1,23,1,1,1,1,1,4,4,1,1,1,23,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
168172,US_0706,M,16.40520192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,11,11,13,13,13,-1,13,13,13,13,13,13,4,4,4,3,4,4,4,3,3,4,3,4,3,4,3,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,2,4,3,4,2,4,4,8,7,2,2,2,2,1,1,2,2
111243,US_1148,M,16.7063655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
135639,US_1085,M,16.99110198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,NA,12,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
111780,US_1206,M,16.73648186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,9,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
105881,US_0627,M,16.91718001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
167181,US_1217,M,17.07323751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
143255,US_1248,M,17.45205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,8,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
168953,US_0018,M,18.46849315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
164076,US_1294,M,18.45585216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
150141,US_0658,M,18.47227926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,10,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,9,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
131326,US_0549,M,18.49691992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
134336,US_1112,M,18.57260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
144514,US_0210,M,18.62739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,13,13,13,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
132133,US_0272,M,18.68767123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
154826,US_0246,M,18.79534565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
108463,US_0019,M,18.79534565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,-1,13,13,13,13,13,13,13,13,13,13,4,3,4,2,4,3,4,2,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,3,3,4,2,4,2,4,2,4,2,4,4,8,7,2,2,2,2,1,1,2,2
181225,US_0383,M,18.84931507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,9,10,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,12,12,13,13,-1,-1,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
143848,US_0644,M,18.85205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144496,US_1053,M,18.87474333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110639,US_1193,M,18.99452055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,NA,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA
137140,US_0367,M,1.741273101,167.47,13.09,40.56,NA,NA,NA,140.28,30.4,10.69,20.41,NA,NA,NA,NA,137.06,NA,130.1,23.89,13.19,29.65,NA,NA,NA,NA,105.05,10.41,8.37,16.78,NA,NA,NA,NA,117.55,7.87,NA,NA,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,4,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
134796,US_0907,M,1.593429158,158.36,14.16,43.26,NA,NA,NA,132.74,35.1,12.08,25.15,NA,NA,NA,NA,126.55,NA,121.4,22.56,13.45,31.46,NA,NA,NA,NA,88.94,11.75,9.26,19.25,NA,NA,NA,NA,99.16,9.15,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,3,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,NA,NA
185936,US_0433,M,1.489390828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,NA,NA
107573,US_0921,M,16.3340178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
156643,US_0862,M,16.13963039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,-1,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
132750,US_0080,M,16.65160849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,2,2
